id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg,region,minHighwayDis,minHospitalDis,minMallDis,minParkDis,minPoliceDis,minSchoolDis,minStationDis,crime_rate_per_100000_people
293833,W10,1.0,1,No,0-499 sqft,N,No,8.0,14,496.0,550000.0,43.68094445205202,-79.38305449686521,14,1.2,2.15,1.0,1.54,2.3,0.91,0.6,2548.0
293912,W10,1.0,1,No,0-499 sqft,N,E,11.0,2,666.0,458000.0,43.66934615182747,-79.39200497614993,1,2.14,1.13,0.28,0.65,0.88,0.41,0.17,2816.0
294098,W10,1.0,1,YES,500-999 sqft,Yes,S,9.0,21,421.0,608000.0,43.651194436284655,-79.41863905945719,17,2.15,3.1,0.22,2.72,1.5,0.74,1.38,2391.0
294130,W10,1.0,1,YES,500-999 sqft,N,No,10.0,6,771.0,1003000.0,43.69037607664129,-79.38754564654874,14,2.03,3.22,0.33,1.75,3.04,1.17,0.56,2548.0
294312,W11,1.0,1,YES,500-999 sqft,Yes,S,16.0,1,364.0,633000.0,43.65026867352604,-79.37832757609634,18,0.7,1.32,0.19,1.63,1.5,0.7,0.15,5132.0
294701,W11,2.0,1,No,500-999 sqft,N,We,3.0,19,479.0,663000.0,43.65526940401383,-79.36659967941155,16,0.93,1.49,0.23,1.95,2.48,0.86,1.07,3543.0
294712,W10,1.0,1,YES,500-999 sqft,Yes,We,12.0,14,505.0,695000.0,43.65594989643576,-79.38688669384939,10,1.63,0.71,0.17,1.25,1.51,0.59,0.17,6464.0
295025,W11,1.0,1,No,500-999 sqft,Yes,S,7.0,8,529.0,566000.0,43.65241198987457,-79.38152989574712,10,1.05,1.03,0.16,1.65,1.65,1.04,0.18,6464.0
295296,W13,1.0,1,YES,500-999 sqft,N,We,8.0,8,,726000.0,43.6425594975783,-79.41722710172705,17,1.38,3.48,0.19,2.24,0.54,1.0,0.74,1674.0
295716,W11,1.0,1,No,0-499 sqft,Yes,No,2.0,5,442.0,536000.0,43.670898831676574,-79.37120989354469,2,0.86,1.39,0.33,1.15,2.49,1.06,0.34,2301.0
295808,W11,1.0,1,YES,1000-1499 sqft,Yes,S,17.0,10,551.0,823000.0,43.66669973889836,-79.36003768895323,2,0.83,1.92,0.67,1.07,3.3,0.79,1.05,2374.0
296632,W13,1.0,1,YES,500-999 sqft,N,E,10.0,15,625.0,934000.0,43.65419964713228,-79.38902119184739,10,1.53,0.96,0.35,1.48,1.53,0.45,0.09,5186.0
297126,W10,2.0,3,No,500-999 sqft,N,S,20.0,9,586.0,991000.0,43.69119199637592,-79.37427714517825,5,1.29,3.36,1.08,1.68,3.63,1.45,1.6,2548.0
297490,W13,0.0,1,No,0-499 sqft,Yes,No,7.0,66,296.0,438000.0,43.64417385881638,-79.39180241158233,3,0.61,2.07,0.08,0.68,0.83,0.54,0.69,2541.0
297879,W10,1.0,2,No,0-499 sqft,Yes,No,11.0,13,351.0,536000.0,43.67106197547398,-79.40129574786934,1,2.76,1.81,0.46,1.42,0.69,0.4,0.35,2816.0
297889,W10,1.0,1,YES,500-999 sqft,Yes,No,7.0,23,1009.0,1204000.0,43.66056542260891,-79.40807580660731,22,2.62,2.03,0.56,2.03,0.74,0.28,0.65,4099.0
298192,W10,3.0,2,No,1000-1499 sqft,N,S,10.0,18,811.0,1223000.0,43.65780722717003,-79.40063141389457,22,2.22,1.49,0.08,1.66,0.79,0.17,0.87,5186.0
298292,W13,1.0,1,YES,0-499 sqft,N,E,,4,306.0,448000.0,43.652842514208686,-79.35012466457414,11,0.11,2.81,1.06,2.1,3.33,1.02,2.26,2293.0
298408,W13,1.0,2,No,0-499 sqft,N,S,6.0,4,189.0,321000.0,43.63081363087242,-79.41659074172098,7,0.98,4.37,0.83,2.29,0.48,1.66,0.61,1577.0
298525,W10,1.0,2,No,500-999 sqft,Yes,S,8.0,18,413.0,695000.0,43.67169995461644,-79.41180217187951,12,3.56,2.58,0.54,2.25,1.16,0.78,0.51,2816.0
298569,W13,2.0,2,No,1000-1499 sqft,Yes,S,10.0,13,1090.0,1525000.0,43.6436616140086,-79.3831505381267,18,0.32,2.0,0.23,0.82,0.68,1.04,0.24,1486.0
298649,W13,1.0,1,YES,500-999 sqft,N,No,14.0,3,472.0,576000.0,43.63916335697644,-79.38090290287248,18,0.35,2.51,0.04,0.74,0.44,1.1,0.6,1486.0
298757,W10,1.0,1,YES,500-999 sqft,N,We,24.0,31,579.0,745000.0,43.66509944350164,-79.42080623952754,21,3.49,3.07,0.36,2.93,1.6,0.3,0.22,2030.0
298857,W13,1.0,1,No,0-499 sqft,Yes,No,10.0,10,306.0,412000.0,43.65157752689303,-79.3990755511162,9,1.53,1.72,0.15,1.65,1.49,0.27,0.94,5186.0
299350,W10,2.0,2,No,1500-1999 sqft,Yes,No,6.0,10,915.0,1383000.0,43.676108929649445,-79.36762535684753,20,0.27,2.02,0.91,1.6,2.96,1.41,0.31,2548.0
299428,W13,2.0,2,YES,500-999 sqft,N,S,18.0,16,584.0,661000.0,43.63984543198042,-79.39898966756434,3,0.23,2.75,0.22,0.75,1.06,0.33,1.44,1486.0
299615,W10,1.0,1,YES,0-499 sqft,N,No,16.0,14,591.0,544000.0,43.65477959286089,-79.39384776313454,9,1.77,1.17,0.14,1.56,1.26,0.1,0.45,5186.0
299677,W10,2.0,1,No,500-999 sqft,Yes,No,14.0,0,396.0,639000.0,43.65808984754447,-79.41193553427159,4,2.47,2.37,0.53,2.42,1.16,0.54,0.85,1425.0
299880,W10,2.0,2,YES,500-999 sqft,N,S,10.0,4,475.0,743000.0,43.66117123356058,-79.41711172187136,4,2.96,2.75,0.33,2.7,1.36,0.25,0.34,1425.0
300818,W10,2.0,2,No,1000-1499 sqft,N,We,25.0,2,2153.0,1808000.0,43.68274035827897,-79.37858505607942,5,0.94,2.37,1.11,1.8,2.68,1.27,0.97,2548.0
301172,W10,1.0,1,No,0-499 sqft,Yes,S,14.0,1,325.0,422000.0,43.67695867466992,-79.38642277805592,14,1.44,1.73,0.57,1.11,1.78,0.39,0.62,2548.0
301219,W10,2.0,2,No,0-499 sqft,N,We,5.0,6,346.0,547000.0,43.69127820443919,-79.37251402971329,15,1.18,3.4,1.0,1.54,3.72,1.52,1.74,2548.0
301224,W13,2.0,2,YES,2000-2499 sqft,Yes,No,9.0,4,3261.0,2834000.0,43.64531449845911,-79.39578013679461,3,0.88,2.09,0.1,0.91,1.13,0.2,0.92,2541.0
301614,W11,2.0,2,YES,1000-1499 sqft,Yes,S,1.0,7,729.0,996000.0,43.65661558293977,-79.35738803223265,16,0.46,2.13,0.47,1.82,3.1,0.83,1.82,3543.0
301649,W10,1.0,1,YES,500-999 sqft,Yes,No,15.0,3,507.0,885000.0,43.65269906393517,-79.39977698155955,9,1.65,1.68,0.17,1.79,1.36,0.27,0.96,5186.0
301680,W10,2.0,2,YES,1000-1499 sqft,N,S,13.0,3,1163.0,1410000.0,43.685909321491984,-79.37003753174434,15,0.65,2.89,0.45,1.69,3.42,2.0,1.38,2548.0
301767,W10,1.0,1,YES,,Yes,S,2.0,0,629.0,774000.0,43.66451508622597,-79.41483444984306,4,3.22,2.59,0.09,2.45,1.12,0.42,0.29,2816.0
302078,W10,1.0,1,YES,500-999 sqft,N,No,26.0,1,951.0,824000.0,43.67141654088601,-79.38202049951113,8,1.33,1.09,0.21,0.52,1.69,0.52,0.3,2548.0
302092,W10,1.0,1,No,0-499 sqft,Yes,We,12.0,19,268.0,437000.0,43.65284400067294,-79.41583149937024,17,2.13,2.83,0.31,2.64,1.68,0.66,1.27,2391.0
303266,W13,0.0,1,No,0-499 sqft,Yes,S,29.0,5,255.0,347000.0,43.64162214858069,-79.40465468258795,23,0.6,2.83,0.2,1.24,1.08,0.69,1.3,1674.0
303314,W10,1.0,1,YES,500-999 sqft,Yes,We,3.0,16,,767000.0,43.66389280152458,-79.39575087269026,24,2.72,1.06,0.54,0.97,0.43,0.61,0.38,4099.0
303409,W10,1.0,1,No,500-999 sqft,N,S,7.0,7,518.0,527000.0,43.68572445422511,-79.38123037347167,5,1.3,2.68,0.83,2.09,2.81,1.45,0.87,2548.0
303456,W10,1.0,2,YES,500-999 sqft,Yes,S,29.0,4,453.0,612000.0,43.688277979747056,-79.37888301782172,5,1.37,2.98,0.96,2.14,3.15,1.52,1.19,2548.0
303497,W11,2.0,2,YES,1500-1999 sqft,Yes,No,15.0,8,1562.0,1896000.0,43.66617196155378,-79.37453005999411,19,1.44,0.84,0.15,0.81,2.13,0.5,0.7,2374.0
303783,W11,1.0,2,No,500-999 sqft,Yes,S,15.0,2,820.0,785000.0,43.66219829706456,-79.36839650324039,2,1.12,1.17,0.16,1.41,2.64,0.91,1.17,3543.0
303837,W10,1.0,1,YES,500-999 sqft,Yes,E,1.0,13,375.0,571000.0,43.66808407108904,-79.41948389015168,21,3.73,3.03,0.49,2.81,1.53,0.19,0.45,2816.0
303949,W10,2.0,2,No,500-999 sqft,N,S,17.0,3,786.0,1035000.0,43.67868691035747,-79.37946688004685,8,0.88,1.91,0.79,1.35,2.31,0.91,0.75,2548.0
304364,W10,,1,YES,1000-1499 sqft,Yes,S,4.0,19,972.0,1092000.0,43.68450669054327,-79.38759119472678,14,1.67,2.57,0.51,1.95,2.44,1.19,0.39,2548.0
304792,W10,1.0,1,YES,500-999 sqft,Yes,E,7.0,11,548.0,660000.0,43.657843545616686,-79.38704532527925,10,1.79,0.54,0.21,1.05,1.37,0.63,0.33,6464.0
305318,W13,1.0,1,YES,500-999 sqft,Yes,No,0.0,0,721.0,942000.0,43.64174810820744,-79.38545961287417,18,0.3,2.22,0.28,0.53,0.42,0.79,0.51,1486.0
305928,W10,1.0,1,YES,500-999 sqft,Yes,S,1.0,3,567.0,553000.0,43.65844785440873,-79.3892653661706,24,1.96,0.63,0.37,1.03,1.18,0.51,0.16,6464.0
306771,W11,3.0,2,No,1000-1499 sqft,Yes,No,0.0,10,1177.0,1399000.0,43.65016934347972,-79.37102808431305,6,0.5,1.59,0.08,2.02,1.82,0.27,0.56,3543.0
307066,W13,2.0,2,No,500-999 sqft,Yes,E,5.0,9,615.0,929000.0,43.63712324210069,-79.39586212415982,3,0.29,2.92,0.27,0.49,0.79,0.08,1.48,1486.0
307990,W13,2.0,2,No,1000-1499 sqft,N,E,4.0,7,1328.0,2104000.0,43.64548732203343,-79.38877218563383,3,0.67,1.86,0.14,0.81,0.87,0.76,0.41,2541.0
308694,W13,2.0,2,No,500-999 sqft,N,No,28.0,16,546.0,564000.0,43.64858599701532,-79.3534928989926,11,0.57,2.78,1.07,2.6,2.87,1.33,1.95,2293.0
308913,W11,1.0,1,No,500-999 sqft,Yes,No,24.0,5,628.0,842000.0,43.65516123103274,-79.37602334122245,19,1.11,0.91,0.35,1.49,2.08,0.94,0.37,5132.0
309405,W10,1.0,1,No,500-999 sqft,N,No,6.0,4,462.0,643000.0,43.66491143054659,-79.42342978529648,21,3.56,3.28,0.56,3.14,1.81,0.41,0.35,2030.0
309791,W13,1.0,1,YES,0-499 sqft,N,S,5.0,5,515.0,494000.0,43.63812958928857,-79.41446807560222,7,1.22,3.65,0.37,1.97,0.2,1.42,0.42,1577.0
309870,W13,1.0,1,No,0-499 sqft,N,No,0.0,10,310.0,415000.0,43.63482028971494,-79.41496257681179,7,1.09,3.95,0.49,2.05,0.22,1.44,0.34,1577.0
310040,W13,2.0,2,YES,1000-1499 sqft,Yes,E,16.0,33,1058.0,934000.0,43.6463641123176,-79.38965900340112,3,0.78,1.79,0.14,0.9,0.98,0.69,0.42,2541.0
310258,W10,3.0,3,YES,500-999 sqft,Yes,E,3.0,7,1043.0,1238000.0,43.659500659558745,-79.4146551645743,4,2.71,2.57,0.53,2.57,1.25,0.35,0.59,1425.0
310301,W13,1.0,2,YES,0-499 sqft,Yes,No,36.0,4,444.0,542000.0,43.64240884735886,-79.40217670243509,23,0.56,2.64,0.18,1.08,1.29,0.49,1.52,1674.0
310409,W10,1.0,1,No,500-999 sqft,Yes,We,29.0,21,300.0,405000.0,43.6790967201912,-79.39328008200434,1,1.99,2.11,0.8,1.51,1.7,0.7,0.36,2816.0
310858,W10,2.0,2,No,1000-1499 sqft,N,No,7.0,22,987.0,1101000.0,43.67674539679015,-79.39417092679209,1,2.07,1.91,0.53,1.32,1.43,0.56,0.62,2816.0
311094,W11,2.0,2,YES,500-999 sqft,Yes,E,14.0,5,861.0,1238000.0,43.65089645002754,-79.37255714058396,6,0.61,1.46,0.21,1.99,1.8,0.39,0.47,5132.0
312156,W10,2.0,2,No,500-999 sqft,N,S,28.0,9,846.0,1030000.0,43.67990416488819,-79.37922952044751,14,0.87,2.05,0.93,1.49,2.42,1.01,0.88,2548.0
314167,W11,3.0,2,No,500-999 sqft,Yes,We,37.0,19,492.0,664000.0,43.6596235910671,-79.35674827280816,16,0.18,2.11,0.18,1.49,3.37,0.59,1.83,1690.0
314225,W11,2.0,3,No,1000-1499 sqft,Yes,S,10.0,4,544.0,936000.0,43.658489293204575,-79.38083265939416,19,1.59,0.39,0.23,1.0,1.77,0.57,0.22,5132.0
314658,W13,2.0,2,YES,1000-1499 sqft,Yes,No,,35,1223.0,1263000.0,43.64137151989656,-79.40193017287494,23,0.44,2.73,0.07,1.02,1.27,0.57,1.49,1674.0
314924,W11,0.0,1,No,500-999 sqft,Yes,No,8.0,29,563.0,614000.0,43.6509976816225,-79.37797443569853,18,0.75,1.25,0.1,1.72,1.59,0.71,0.23,5132.0
315309,W11,2.0,2,No,500-999 sqft,Yes,We,11.0,0,547.0,750000.0,43.66521427345328,-79.37722741825854,19,1.62,0.6,0.17,0.62,1.91,0.27,0.53,2374.0
315334,W10,1.0,1,YES,500-999 sqft,Yes,S,79.0,7,965.0,844000.0,43.68774222590108,-79.36299828363354,15,0.42,3.31,0.43,1.15,3.98,1.89,1.35,944.0
315563,W13,1.0,1,No,0-499 sqft,Yes,S,46.0,0,255.0,445000.0,43.63852652182688,-79.39511885808633,3,0.35,2.75,0.23,0.41,0.73,0.08,1.32,1486.0
315597,W10,1.0,1,No,0-499 sqft,Yes,No,1.0,10,430.0,657000.0,43.66156664902872,-79.41744318933691,4,3.01,2.78,0.29,2.72,1.37,0.2,0.29,1425.0
315610,W11,1.0,1,No,500-999 sqft,Yes,No,5.0,5,620.0,638000.0,43.6611826205959,-79.36886492239285,19,1.15,1.13,0.28,1.42,2.62,0.9,1.11,3543.0
315651,W13,1.0,1,No,0-499 sqft,Yes,No,1.0,20,474.0,497000.0,43.639833848101766,-79.37780138840131,18,0.3,2.46,0.22,1.0,0.7,1.06,0.56,2293.0
315652,W11,1.0,1,No,500-999 sqft,N,S,5.0,23,668.0,676000.0,43.6534362879686,-79.36784619359705,6,0.8,1.52,0.28,2.03,2.26,0.64,0.94,3543.0
315853,W13,1.0,1,YES,500-999 sqft,Yes,No,9.0,10,536.0,611000.0,43.63094580780606,-79.41025881775457,7,1.17,4.06,0.8,1.82,0.75,1.19,0.89,1577.0
316329,W13,3.0,2,No,1000-1499 sqft,N,S,8.0,3,793.0,1379000.0,43.65016304892627,-79.39297555383351,9,1.25,1.51,0.19,1.35,1.47,0.61,0.52,5186.0
316389,W10,1.0,1,No,500-999 sqft,Yes,No,28.0,61,502.0,745000.0,43.69238465948648,-79.3648981932752,15,0.96,3.71,0.91,0.93,4.22,1.35,1.86,944.0
316476,W10,1.0,1,No,0-499 sqft,Yes,No,19.0,0,645.0,561000.0,43.66453895491299,-79.41406881677031,4,3.2,2.53,0.15,2.39,1.05,0.48,0.28,2816.0
317606,W11,,2,No,1500-1999 sqft,Yes,S,28.0,9,1267.0,1471000.0,43.667343812521295,-79.38369573844439,8,1.73,0.64,0.11,0.07,1.42,0.27,0.2,2414.0
317620,W13,0.0,1,No,0-499 sqft,N,We,2.0,26,302.0,381000.0,43.64311782324948,-79.41666116867866,17,1.46,3.41,0.21,2.21,0.6,1.02,0.81,1674.0
317896,W13,2.0,2,No,1500-1999 sqft,Yes,E,12.0,2,1176.0,1748000.0,43.64106254926569,-79.40195963146395,23,0.42,2.76,0.06,1.01,1.26,0.59,1.47,1674.0
318119,W10,2.0,2,YES,500-999 sqft,Yes,S,47.0,0,788.0,762000.0,43.65812790642392,-79.41409437493644,4,2.55,2.54,0.47,2.58,1.29,0.38,0.75,1425.0
318231,W11,2.0,2,No,500-999 sqft,N,S,12.0,4,458.0,778000.0,43.6505467542605,-79.37162409734184,6,0.56,1.53,0.14,2.01,1.82,0.32,0.52,3543.0
318897,W10,2.0,2,No,1000-1499 sqft,Yes,No,31.0,7,1427.0,1353000.0,43.67743480821883,-79.36558893876652,20,0.24,2.24,0.75,1.5,3.17,1.35,0.52,2548.0
319303,W13,1.0,1,YES,500-999 sqft,Yes,E,4.0,1,635.0,792000.0,43.64246681956035,-79.40650060477849,23,0.77,2.86,0.22,1.41,0.99,0.76,1.23,1674.0
319435,W11,2.0,3,No,500-999 sqft,Yes,We,19.0,33,539.0,829000.0,43.6661108262872,-79.37096228374287,2,1.38,1.08,0.22,1.1,2.42,0.75,0.81,2374.0
319833,W11,1.0,1,No,0-499 sqft,Yes,No,19.0,2,603.0,607000.0,43.6540296058372,-79.37135338041153,6,0.91,1.26,0.45,1.8,2.14,0.69,0.66,3543.0
319917,W10,1.0,1,YES,500-999 sqft,N,S,9.0,21,434.0,553000.0,43.66236201876152,-79.42017103841275,4,3.2,3.0,0.34,2.91,1.57,0.07,0.24,1425.0
320300,W11,1.0,1,No,500-999 sqft,N,E,24.0,6,444.0,583000.0,43.66944239478581,-79.37302246074034,2,1.06,1.17,0.17,0.96,2.31,0.85,0.42,2301.0
320400,W10,0.0,1,No,500-999 sqft,Yes,S,5.0,11,476.0,554000.0,43.68327035027532,-79.36865251644628,15,0.4,2.66,0.32,1.83,3.31,1.91,1.09,2548.0
320508,W13,2.0,2,YES,500-999 sqft,N,We,46.0,8,606.0,733000.0,43.64902828835908,-79.41523591754502,17,1.78,2.96,0.19,2.36,1.26,1.06,1.48,2391.0
320992,W10,,2,YES,500-999 sqft,Yes,We,17.0,1,928.0,870000.0,43.65816920109085,-79.40050421035791,22,2.26,1.47,0.12,1.62,0.75,0.15,0.85,4099.0
321058,W13,1.0,1,No,500-999 sqft,Yes,S,6.0,5,332.0,540000.0,43.644540695969226,-79.38308815965767,18,0.38,1.9,0.3,0.89,0.77,1.08,0.22,1486.0
321086,W13,2.0,2,No,500-999 sqft,N,We,45.0,20,351.0,592000.0,43.65231148965787,-79.3523139146128,11,0.29,2.67,1.06,2.18,3.15,1.09,2.08,2293.0
321138,W10,2.0,1,No,1500-1999 sqft,Yes,S,17.0,8,,1668000.0,43.685341251123376,-79.3630301831856,15,0.18,3.08,0.2,1.38,3.81,1.88,1.16,944.0
321231,W11,1.0,2,No,500-999 sqft,Yes,E,,11,495.0,584000.0,43.66512414372812,-79.38557629582986,24,2.01,0.44,0.1,0.24,1.24,0.36,0.15,1520.0
321669,W13,2.0,2,YES,1000-1499 sqft,N,S,20.0,6,1260.0,1417000.0,43.63401877289057,-79.41660748196246,7,0.95,4.1,0.49,2.19,0.14,1.58,0.29,1577.0
322132,W10,1.0,1,No,500-999 sqft,Yes,No,4.0,1,612.0,619000.0,43.65184705843387,-79.40414815443836,9,1.61,2.03,0.38,1.89,1.47,0.16,1.32,5186.0
322267,W11,1.0,1,No,0-499 sqft,Yes,S,21.0,12,399.0,511000.0,43.655117092570286,-79.37231252263324,19,1.04,1.12,0.5,1.66,2.21,0.83,0.63,3543.0
322281,W13,1.0,1,No,500-999 sqft,N,No,4.0,32,472.0,400000.0,43.64630782006614,-79.41861738034294,17,1.66,3.34,0.07,2.47,0.96,0.82,1.15,2391.0
322713,W10,1.0,1,YES,0-499 sqft,Yes,No,31.0,4,314.0,557000.0,43.66817797640002,-79.39413202593734,1,2.35,1.16,0.44,0.78,0.66,0.26,0.16,4099.0
322852,W13,1.0,1,YES,500-999 sqft,Yes,E,22.0,1,522.0,769000.0,43.64859258399439,-79.41703128173197,17,1.86,3.11,0.1,2.46,1.21,0.99,1.41,2391.0
323439,W11,1.0,1,YES,500-999 sqft,Yes,S,21.0,1,1020.0,1166000.0,43.65607985068434,-79.36439938160872,16,0.91,1.61,0.09,2.03,2.66,1.01,1.26,1690.0
323528,W10,0.0,1,No,500-999 sqft,N,S,17.0,1,317.0,501000.0,43.68750811958211,-79.3630631736698,15,0.39,3.29,0.4,1.18,3.95,1.91,1.34,944.0
323630,W10,1.0,1,No,1000-1499 sqft,N,E,25.0,1,1000.0,1298000.0,43.66054877681103,-79.42271814020718,4,3.08,3.21,0.63,3.16,1.81,0.35,0.34,1425.0
323763,W11,1.0,1,No,500-999 sqft,Yes,No,28.0,9,603.0,702000.0,43.66869860663788,-79.37905625106116,8,1.37,0.84,0.31,0.48,1.81,0.58,0.45,2301.0
323775,W11,1.0,1,No,500-999 sqft,Yes,We,18.0,12,405.0,581000.0,43.65597279588496,-79.35476342632874,11,0.48,2.35,0.61,1.82,3.22,0.77,2.01,3543.0
324014,W13,1.0,1,YES,500-999 sqft,Yes,No,20.0,26,477.0,881000.0,43.64465431306364,-79.41158834529142,17,1.24,2.98,0.45,1.88,0.88,1.04,1.13,1674.0
324249,W11,1.0,1,YES,1000-1499 sqft,N,No,1.0,8,804.0,1260000.0,43.653208022849846,-79.35282609595984,11,0.3,2.59,0.95,2.09,3.17,1.0,2.06,2293.0
324308,W13,3.0,3,No,500-999 sqft,Yes,No,39.0,17,873.0,981000.0,43.653264828892524,-79.39467372128665,9,1.63,1.33,0.04,1.71,1.39,0.26,0.54,5186.0
324613,W13,2.0,1,YES,1000-1499 sqft,Yes,We,5.0,2,829.0,1198000.0,43.64827644701065,-79.36293650899206,6,0.2,2.19,0.42,2.45,2.19,0.57,1.19,2293.0
324694,W10,1.0,1,No,0-499 sqft,Yes,S,0.0,16,322.0,484000.0,43.66723283304334,-79.4125605409841,12,3.44,2.47,0.25,2.25,0.97,0.51,0.18,2816.0
325313,W11,1.0,1,YES,500-999 sqft,N,No,,10,550.0,928000.0,43.665830651288495,-79.37671868911782,19,1.54,0.68,0.09,0.65,1.95,0.35,0.57,2374.0
325594,W13,3.0,2,No,500-999 sqft,Yes,S,8.0,15,579.0,,43.64634282879991,-79.41317642911841,17,1.46,2.97,0.49,2.07,1.0,1.02,1.24,2391.0
325765,W13,2.0,2,YES,1000-1499 sqft,Yes,No,4.0,6,748.0,1158000.0,43.63012672131221,-79.42174658174922,0,0.62,4.7,0.91,2.71,0.64,1.84,0.69,1577.0
326006,W13,,1,YES,0-499 sqft,Yes,E,14.0,6,359.0,545000.0,43.639001538423415,-79.40536475249833,23,0.5,3.1,0.35,1.24,0.94,0.75,1.14,1577.0
326064,W13,1.0,1,No,,Yes,We,40.0,0,254.0,345000.0,43.64696473559968,-79.37202973686446,6,0.18,1.85,0.23,1.74,1.51,0.16,0.51,2293.0
326464,W13,1.0,1,YES,500-999 sqft,N,S,27.0,1,625.0,962000.0,43.62087990327216,-79.39497230765203,13,1.92,4.64,1.67,1.56,2.03,1.68,2.55,2293.0
326628,W11,2.0,2,No,500-999 sqft,N,E,2.0,3,722.0,1041000.0,43.657021089811046,-79.37614560304249,19,1.32,0.75,0.15,1.31,2.18,0.77,0.4,5132.0
327445,W13,1.0,1,YES,0-499 sqft,N,E,3.0,0,438.0,472000.0,43.64558678781686,-79.38309371818671,18,0.47,1.79,0.27,0.99,0.88,1.05,0.23,6464.0
327946,W10,2.0,2,YES,1500-1999 sqft,Yes,S,27.0,30,843.0,1173000.0,43.66208742958173,-79.42479879356073,21,3.24,3.37,0.69,3.29,1.94,0.44,0.11,1425.0
327958,W13,1.0,1,No,500-999 sqft,Yes,No,2.0,1,576.0,590000.0,43.63911189342496,-79.39775402540162,3,0.19,2.78,0.25,0.63,0.95,0.24,1.42,1486.0
328657,W13,2.0,3,YES,,Yes,No,0.0,3,473.0,737000.0,43.653395175243546,-79.3508821905964,11,0.14,2.73,1.02,2.05,3.31,0.96,2.22,2293.0
328707,W13,3.0,2,No,500-999 sqft,N,S,6.0,8,491.0,792000.0,43.648917003778,-79.41698421246569,17,1.88,3.09,0.07,2.48,1.24,1.01,1.44,2391.0
328846,W13,1.0,1,No,500-999 sqft,Yes,We,0.0,6,444.0,614000.0,43.64072805507898,-79.40170623447986,23,0.37,2.78,0.05,0.98,1.27,0.56,1.48,1674.0
329104,W11,2.0,1,No,500-999 sqft,Yes,No,21.0,4,578.0,724000.0,43.66316257081132,-79.38294710952425,19,2.05,0.17,0.18,0.46,1.46,0.27,0.27,2414.0
329144,W13,2.0,2,No,1500-1999 sqft,N,E,6.0,11,2100.0,2006000.0,43.63407548495025,-79.42231171301562,0,0.5,4.41,0.52,2.64,0.39,1.41,0.35,1577.0
329358,W13,1.0,1,YES,500-999 sqft,N,No,12.0,4,797.0,993000.0,43.632224404947415,-79.4008565054799,13,0.64,3.58,0.42,1.1,1.35,0.51,1.51,1577.0
329405,W13,1.0,1,YES,0-499 sqft,Yes,No,44.0,2,387.0,510000.0,43.63341896382124,-79.41207863075776,7,1.14,3.92,0.76,1.86,0.48,1.23,0.62,1577.0
329530,W10,1.0,1,YES,500-999 sqft,Yes,S,6.0,5,469.0,530000.0,43.67443319868485,-79.37855190717494,8,0.92,1.46,0.32,0.95,2.09,0.8,0.3,2548.0
329604,W10,1.0,1,YES,0-499 sqft,N,S,16.0,0,455.0,516000.0,43.68334223770893,-79.37416851894844,5,0.71,2.51,0.75,1.99,2.98,1.57,1.17,2548.0
329660,W11,2.0,2,No,500-999 sqft,Yes,No,23.0,18,654.0,,43.65226685658996,-79.36507083175088,6,0.59,1.77,0.16,2.28,2.32,0.63,1.09,3543.0
329730,W11,1.0,1,No,0-499 sqft,N,No,1.0,12,544.0,666000.0,43.66328516615012,-79.37145871244671,19,1.39,0.94,0.28,1.13,2.38,0.65,0.96,3543.0
329840,W10,1.0,2,No,0-499 sqft,Yes,E,9.0,14,303.0,474000.0,43.67911429761939,-79.37588850696318,20,0.59,2.02,0.85,1.51,2.57,1.17,0.76,2548.0
329895,W13,1.0,1,No,0-499 sqft,N,No,2.0,9,340.0,466000.0,43.65347317503965,-79.39340195268457,9,1.62,1.24,0.08,1.68,1.41,0.25,0.44,5186.0
329943,W13,2.0,3,YES,500-999 sqft,Yes,S,21.0,9,477.0,767000.0,43.63744767994288,-79.42611309207705,0,0.51,4.4,0.36,2.91,0.73,0.96,0.61,1848.0
330500,W10,0.0,1,No,0-499 sqft,N,S,2.0,14,259.0,440000.0,43.66593798255696,-79.38859623988556,24,2.12,0.66,0.26,0.35,1.0,0.29,0.39,1520.0
332068,W11,2.0,2,No,500-999 sqft,Yes,No,16.0,19,471.0,614000.0,43.66145776975981,-79.35868433269019,16,0.35,1.95,0.08,1.4,3.42,0.68,1.58,1690.0
332748,W10,1.0,1,YES,,Yes,No,18.0,0,528.0,639000.0,43.67488086976402,-79.37174254085069,20,0.47,1.72,0.63,1.34,2.6,1.35,0.27,2548.0
333824,W11,1.0,1,YES,500-999 sqft,Yes,E,5.0,36,1053.0,950000.0,43.67048817236252,-79.3745150323348,8,1.0,1.19,0.15,0.89,2.22,0.88,0.25,2301.0
334310,W10,0.0,1,No,,N,No,10.0,5,487.0,577000.0,43.68066355996051,-79.37778828023424,5,0.78,2.15,1.01,1.6,2.56,1.15,0.94,2548.0
334542,W11,1.0,2,YES,500-999 sqft,Yes,We,14.0,6,704.0,755000.0,43.64684653055267,-79.37601900361,18,0.3,1.74,0.23,1.48,1.28,0.46,0.27,2293.0
334557,W13,1.0,1,YES,0-499 sqft,Yes,S,40.0,10,385.0,505000.0,43.63837857384209,-79.40981652051418,7,0.84,3.38,0.56,1.6,0.57,1.06,0.77,1577.0
