id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg,region
602148,W13,2.0,2,No,1000-1499 sqft,N,We,38.0,8,740.0,1194000.0,43.6279713809015,-79.4208565836179,0
800235,W10,2.0,3,No,500-999 sqft,Yes,S,12.0,8,708.0,830000.0,43.673747259097865,-79.36582443975092,2
726713,W11,0.0,1,No,0-499 sqft,Yes,S,11.0,2,585.0,545000.0,43.66145375369656,-79.35670057572563,16
897126,W10,1.0,1,YES,0-499 sqft,N,No,1.0,5,346.0,591000.0,43.666350148138186,-79.39477231553239,24
625152,W10,1.0,1,YES,500-999 sqft,N,We,20.0,7,530.0,651000.0,43.68285802065799,-79.36598961008906,15
247557,W13,2.0,2,No,500-999 sqft,N,E,15.0,6,539.0,637000.0,43.64609065241357,-79.40428153788885,23
631080,W10,1.0,1,No,0-499 sqft,Yes,No,13.0,15,360.0,545000.0,43.672119662644285,-79.3617357008003,2
362348,W10,3.0,3,No,500-999 sqft,Yes,No,6.0,12,640.0,767000.0,43.67374257518381,-79.36938842529264,20
260156,W10,3.0,3,YES,2000-2499 sqft,Yes,S,11.0,0,2631.0,2573000.0,43.69396483578241,-79.37973734948102,5
118688,W13,1.0,1,YES,500-999 sqft,Yes,S,2.0,3,709.0,796000.0,43.631269946688704,-79.41644858584813,7
601878,W13,1.0,1,No,500-999 sqft,N,S,9.0,9,404.0,575000.0,43.636275394409424,-79.42355903509497,0
900352,W11,1.0,1,YES,500-999 sqft,Yes,No,3.0,3,511.0,658000.0,43.6592029298596,-79.36062840157635,16
819121,W13,2.0,2,YES,0-499 sqft,N,We,2.0,1,396.0,598000.0,43.64514043632578,-79.36538126009548,6
502339,W11,1.0,1,YES,500-999 sqft,Yes,S,11.0,14,561.0,635000.0,43.66899114873468,-79.38346739684627,8
510723,W10,0.0,1,No,0-499 sqft,N,S,14.0,1,371.0,472000.0,43.68356357411242,-79.37503144291131,5
844142,W13,2.0,3,No,500-999 sqft,Yes,E,,10,1029.0,1262000.0,43.6315939244118,-79.4205183700396,0
324308,W13,3.0,3,No,500-999 sqft,Yes,No,39.0,17,873.0,981000.0,43.653264828892524,-79.39467372128665,9
749406,W11,1.0,1,YES,500-999 sqft,Yes,E,29.0,4,526.0,552000.0,43.65970667092876,-79.37387198539369,19
959694,W10,0.0,1,No,500-999 sqft,Yes,We,5.0,4,414.0,576000.0,43.65862870277922,-79.39253538450025,24
203176,W13,1.0,1,YES,500-999 sqft,N,S,32.0,1,295.0,,43.64684900016047,-79.37320598316822,6
326628,W11,2.0,2,No,500-999 sqft,N,E,2.0,3,722.0,1041000.0,43.657021089811046,-79.37614560304249,19
342580,W13,1.0,1,No,500-999 sqft,N,No,57.0,1,418.0,625000.0,43.64605551109007,-79.37066948587537,6
177438,W10,1.0,1,YES,500-999 sqft,Yes,E,30.0,1,497.0,700000.0,43.68130927715275,-79.3687159736261,20
144644,W10,1.0,2,YES,500-999 sqft,Yes,E,27.0,8,720.0,856000.0,43.65445352044771,-79.40866190169172,22
228101,W13,1.0,1,No,0-499 sqft,Yes,E,3.0,16,467.0,456000.0,43.64009242291112,-79.39118799396131,3
386214,W11,1.0,1,No,0-499 sqft,N,S,0.0,5,333.0,483000.0,43.65378922570306,-79.37589023287956,19
641824,W10,1.0,1,YES,500-999 sqft,Yes,S,4.0,18,721.0,753000.0,43.64957329876569,-79.42044960308338,17
353143,W10,1.0,1,No,500-999 sqft,N,No,14.0,12,263.0,426000.0,43.67875358115074,-79.385971270768,14
816654,W10,1.0,1,YES,500-999 sqft,Yes,No,,34,712.0,686000.0,43.67663261756937,-79.38366323564696,8
427386,W13,1.0,1,No,500-999 sqft,N,We,24.0,16,494.0,465000.0,43.644036794189525,-79.37297959632426,6
659374,W13,2.0,3,No,0-499 sqft,Yes,S,23.0,1,377.0,477000.0,43.63295739533274,-79.41294189027442,7
805982,W11,1.0,1,YES,500-999 sqft,N,S,30.0,48,1139.0,1037000.0,43.65589884929649,-79.37318049184995,19
929795,W10,1.0,1,YES,0-499 sqft,N,No,21.0,6,643.0,697000.0,43.69120709927122,-79.38514923931929,5
871793,W10,3.0,2,No,1000-1499 sqft,Yes,S,3.0,12,1198.0,1062000.0,43.67415818218825,-79.3867585012407,8
962381,W10,1.0,1,No,500-999 sqft,Yes,No,5.0,0,682.0,749000.0,43.680536371489495,-79.38324522637544,14
299880,W10,2.0,2,YES,500-999 sqft,N,S,10.0,4,475.0,743000.0,43.66117123356058,-79.41711172187136,4
514884,W10,2.0,2,YES,2000-2499 sqft,N,No,4.0,19,1450.0,1938000.0,43.6732163869667,-79.37594360640331,8
457730,W13,1.0,1,YES,0-499 sqft,Yes,No,10.0,21,418.0,584000.0,43.63795473991499,-79.4233102745148,0
708721,W11,3.0,2,No,500-999 sqft,Yes,S,15.0,4,796.0,777000.0,43.658660987353045,-79.37077905937498,19
202893,W13,1.0,1,No,0-499 sqft,Yes,S,1.0,5,321.0,431000.0,43.65256883359368,-79.39313702279615,9
600516,W10,1.0,2,No,1000-1499 sqft,N,No,5.0,17,885.0,1337000.0,43.67785706424733,-79.39767827648969,1
269631,W13,2.0,2,YES,500-999 sqft,Yes,No,9.0,3,694.0,732000.0,43.65010922067928,-79.39951272578465,9
824397,W13,2.0,2,No,2000-2499 sqft,Yes,E,5.0,24,993.0,1326000.0,43.65031531919182,-79.40953000985766,17
625181,W11,1.0,2,No,0-499 sqft,N,S,12.0,8,371.0,513000.0,43.656243497804674,-79.37984641798688,19
588483,W10,2.0,3,No,,Yes,No,14.0,12,413.0,534000.0,43.67128575837928,-79.39143277397413,1
241639,W11,1.0,1,No,500-999 sqft,N,E,1.0,1,881.0,1258000.0,43.65107027376111,-79.3804574833817,10
174429,W13,2.0,2,No,500-999 sqft,Yes,S,,3,461.0,806000.0,43.6466782999201,-79.37270046530338,6
776750,W13,1.0,1,No,500-999 sqft,Yes,We,14.0,7,668.0,823000.0,43.63308576393466,-79.42656567762106,0
252189,W13,3.0,3,No,1500-1999 sqft,Yes,S,4.0,49,1450.0,2038000.0,43.642332576375125,-79.41654403105787,17
215743,W10,2.0,3,No,1000-1499 sqft,Yes,E,4.0,7,1136.0,1675000.0,43.670669888062825,-79.39534409125201,1
911357,W13,1.0,1,No,0-499 sqft,Yes,We,10.0,32,334.0,414000.0,43.63416357843407,-79.40990848343117,7
474676,W10,2.0,3,No,1000-1499 sqft,N,No,4.0,1,,1155000.0,43.65975323353271,-79.41169496106433,4
833102,W10,2.0,2,No,500-999 sqft,Yes,E,22.0,9,683.0,739000.0,43.6719039322769,-79.41095701069933,12
490745,W10,2.0,2,No,1500-1999 sqft,N,No,0.0,4,1141.0,1496000.0,43.68081235675211,-79.38734645464801,14
782272,W11,1.0,1,No,500-999 sqft,N,No,14.0,11,733.0,820000.0,43.65618095098028,-79.35847268996008,16
960729,W11,2.0,2,No,500-999 sqft,Yes,S,4.0,14,842.0,864000.0,43.66202356265962,-79.3720677913723,19
147979,W10,3.0,2,No,500-999 sqft,Yes,No,4.0,2,765.0,692000.0,43.67896543218764,-79.36876175325283,20
402457,W13,2.0,2,No,500-999 sqft,N,S,4.0,3,526.0,735000.0,43.64884647672843,-79.42066070251299,17
665686,W10,1.0,1,No,500-999 sqft,Yes,E,16.0,16,458.0,499000.0,43.65849478972235,-79.40562275267926,22
248318,W11,1.0,1,YES,,Yes,No,5.0,2,485.0,743000.0,43.66632299307357,-79.36766424983874,2
329405,W13,1.0,1,YES,0-499 sqft,Yes,No,44.0,2,387.0,510000.0,43.63341896382124,-79.41207863075776,7
677586,W11,1.0,1,YES,500-999 sqft,N,E,26.0,0,415.0,537000.0,43.66331440797021,-79.36536588707907,2
113285,W10,3.0,2,No,1500-1999 sqft,N,S,11.0,21,1796.0,2268000.0,43.6570014293122,-79.42286903377098,4
151738,W13,1.0,1,No,500-999 sqft,N,No,18.0,7,548.0,584000.0,43.63942224366343,-79.41509463290403,7
787163,W11,1.0,1,No,500-999 sqft,N,E,13.0,1,410.0,594000.0,43.658491192768444,-79.35454009978584,16
576341,W11,0.0,1,No,500-999 sqft,N,No,36.0,14,328.0,490000.0,43.64934253620599,-79.36951137294565,6
837508,W11,1.0,1,No,0-499 sqft,Yes,No,4.0,4,628.0,553000.0,43.66057496382219,-79.37011560310327,19
889878,W13,1.0,1,YES,500-999 sqft,Yes,No,21.0,27,636.0,778000.0,43.64104541910113,-79.38288237000569,18
450482,W11,1.0,1,YES,1500-1999 sqft,Yes,No,10.0,5,1013.0,1521000.0,43.65635175786246,-79.3799531297151,19
678646,W10,1.0,1,No,500-999 sqft,N,S,6.0,4,381.0,705000.0,43.65488017414847,-79.39457046507877,9
299428,W13,2.0,2,YES,500-999 sqft,N,S,18.0,16,584.0,661000.0,43.63984543198042,-79.39898966756434,3
632755,W13,1.0,1,YES,0-499 sqft,Yes,S,9.0,26,441.0,512000.0,43.62975616957286,-79.41766034815653,0
948997,W10,1.0,1,No,500-999 sqft,N,No,17.0,3,476.0,741000.0,43.65849445234363,-79.40217216159985,22
412278,W13,2.0,2,No,500-999 sqft,N,No,17.0,10,501.0,718000.0,43.64552717304562,-79.40023856517375,23
756106,W10,1.0,1,YES,500-999 sqft,N,E,3.0,1,780.0,780000.0,43.676889394800526,-79.37803346768314,8
241001,W10,1.0,1,YES,500-999 sqft,Yes,S,18.0,9,493.0,584000.0,43.66603205899431,-79.4119634955777,12
360469,W13,1.0,1,YES,0-499 sqft,Yes,S,17.0,5,295.0,451000.0,43.65008360471887,-79.3587661329086,11
382051,W10,2.0,2,YES,500-999 sqft,N,S,9.0,1,900.0,1037000.0,43.65334299112636,-79.42102352492378,4
866046,W11,1.0,1,YES,500-999 sqft,N,We,6.0,15,681.0,867000.0,43.669036425140696,-79.37466168620765,8
575645,W10,1.0,2,No,0-499 sqft,Yes,E,7.0,23,433.0,513000.0,43.67052622291715,-79.41054722867034,12
825376,W10,2.0,2,YES,500-999 sqft,N,S,37.0,20,794.0,931000.0,43.66248081406689,-79.39646365250282,24
972587,W13,1.0,1,No,500-999 sqft,N,We,48.0,6,764.0,792000.0,43.63682744900272,-79.39587173989534,3
832711,W13,1.0,1,YES,500-999 sqft,N,No,0.0,5,755.0,723000.0,43.64940346263569,-79.35809296762105,11
729867,W13,1.0,1,No,0-499 sqft,Yes,S,4.0,8,364.0,518000.0,43.643257466072846,-79.41241479638013,17
572341,W13,3.0,3,YES,1000-1499 sqft,Yes,No,16.0,23,1467.0,1602000.0,43.63659514465081,-79.4184332645454,0
804006,W10,1.0,2,YES,500-999 sqft,N,E,21.0,2,658.0,,43.66721118404668,-79.41920808522886,21
597309,W10,2.0,2,No,500-999 sqft,N,S,19.0,23,705.0,930000.0,43.65774174977805,-79.3923859555613,24
348539,W10,2.0,2,No,1000-1499 sqft,N,No,33.0,15,756.0,1228000.0,43.672120936469256,-79.42163049361383,21
147818,W13,3.0,2,No,0-499 sqft,Yes,E,31.0,32,447.0,566000.0,43.65397616959526,-79.38625364797346,10
461557,W11,1.0,1,YES,500-999 sqft,N,S,26.0,2,529.0,639000.0,43.66779746150696,-79.36876444363277,2
521273,W13,2.0,2,No,0-499 sqft,N,S,14.0,15,311.0,505000.0,43.648270908138734,-79.42143354696893,17
772577,W10,1.0,1,No,500-999 sqft,Yes,We,6.0,3,494.0,655000.0,43.69298916777094,-79.37610906934194,5
708567,W11,1.0,1,No,500-999 sqft,Yes,No,3.0,4,600.0,702000.0,43.654317313879616,-79.3590799153583,16
338664,W10,2.0,2,No,500-999 sqft,N,S,,4,644.0,573000.0,43.68628226097107,-79.38547538778072,14
791952,W13,1.0,1,YES,500-999 sqft,Yes,No,14.0,2,415.0,525000.0,43.649199194570656,-79.41066015106169,17
905956,W10,3.0,3,YES,2000-2499 sqft,N,S,16.0,3,1952.0,1870000.0,43.66149948271036,-79.39105369984064,24
328846,W13,1.0,1,No,500-999 sqft,Yes,We,0.0,6,444.0,614000.0,43.64072805507898,-79.40170623447986,23
972513,W10,2.0,3,YES,1000-1499 sqft,Yes,We,2.0,14,1144.0,1481000.0,43.657011503221405,-79.40695182286115,22
230246,W13,1.0,1,YES,0-499 sqft,Yes,S,8.0,11,244.0,,43.64984016768605,-79.39272757422313,9
731471,W10,0.0,1,No,0-499 sqft,Yes,S,19.0,7,437.0,524000.0,43.65053657788651,-79.41693013929789,17
441460,W10,1.0,1,No,0-499 sqft,N,No,15.0,3,314.0,435000.0,43.653711892230376,-79.40612964774064,22
141326,W10,2.0,3,No,500-999 sqft,N,S,6.0,3,336.0,570000.0,43.66738314168097,-79.41179259165591,12
272266,W10,2.0,2,YES,2000-2499 sqft,Yes,We,18.0,1,1221.0,1855000.0,43.65749094037733,-79.39681755175182,9
935275,W10,1.0,1,No,1000-1499 sqft,N,S,29.0,8,643.0,1033000.0,43.66747360242,-79.41486867494744,21
334542,W11,1.0,2,YES,500-999 sqft,Yes,We,14.0,6,704.0,755000.0,43.64684653055267,-79.37601900361,18
978119,W13,2.0,2,YES,500-999 sqft,Yes,No,1.0,11,490.0,766000.0,43.64670262211701,-79.36526809542771,6
778373,W10,2.0,2,No,500-999 sqft,Yes,No,18.0,13,960.0,1089000.0,43.68457446044096,-79.37769012067736,5
959053,W13,1.0,1,YES,500-999 sqft,Yes,E,1.0,3,576.0,642000.0,43.645819709930834,-79.37195883363312,6
629204,W13,2.0,3,No,2500-2999 sqft,N,No,19.0,25,1771.0,2530000.0,43.64668451224725,-79.39034164349631,3
168927,W13,2.0,2,No,1000-1499 sqft,Yes,We,3.0,16,706.0,968000.0,43.64705385935538,-79.38694739055062,10
337040,W10,3.0,3,No,500-999 sqft,N,S,5.0,7,1076.0,956000.0,43.6698229849365,-79.42806107139589,21
523257,W11,,1,YES,500-999 sqft,N,We,37.0,32,843.0,833000.0,43.6569590026844,-79.37133682759449,19
882650,W10,3.0,3,No,500-999 sqft,Yes,E,12.0,18,970.0,794000.0,43.67684075342008,-79.38038547111164,8
290382,W13,2.0,1,No,1500-1999 sqft,N,E,1.0,8,1032.0,1311000.0,43.64605499917647,-79.37844627679003,18
440202,W11,1.0,1,No,500-999 sqft,Yes,E,11.0,10,616.0,578000.0,43.66373150411996,-79.37421143496175,19
820339,W10,0.0,1,No,0-499 sqft,N,We,26.0,5,287.0,419000.0,43.6704334674028,-79.38962012250178,1
158220,W10,1.0,1,YES,500-999 sqft,Yes,We,0.0,14,460.0,597000.0,43.667181512786826,-79.40229145908279,12
157666,W13,1.0,1,No,0-499 sqft,Yes,S,7.0,6,637.0,465000.0,43.65357148677948,-79.39370094282204,9
204767,W10,1.0,1,YES,0-499 sqft,Yes,We,43.0,3,602.0,691000.0,43.68521962759902,-79.38960674918049,14
235295,W10,2.0,1,No,1000-1499 sqft,Yes,S,35.0,3,628.0,1041000.0,43.67162556996427,-79.4097239754516,12
325594,W13,3.0,2,No,500-999 sqft,Yes,S,8.0,15,579.0,,43.64634282879991,-79.41317642911841,17
227005,W11,1.0,1,YES,0-499 sqft,Yes,S,25.0,1,412.0,580000.0,43.65401048881936,-79.35569626626476,11
178894,W13,2.0,2,No,500-999 sqft,Yes,No,2.0,17,695.0,851000.0,43.63820388052509,-79.4161804992132,7
456831,W13,3.0,2,No,1000-1499 sqft,Yes,We,5.0,3,1596.0,1786000.0,43.64630145217033,-79.40229256761077,23
401523,W11,1.0,2,YES,500-999 sqft,N,S,9.0,30,491.0,587000.0,43.65877827320358,-79.36947736681196,19
877796,W13,1.0,1,No,500-999 sqft,Yes,S,15.0,18,472.0,428000.0,43.63555773563513,-79.4148957346347,7
218301,W10,2.0,3,No,500-999 sqft,Yes,No,8.0,2,521.0,725000.0,43.65897934542056,-79.42178849619768,4
917568,W13,2.0,2,YES,1500-1999 sqft,N,No,1.0,23,2097.0,2482000.0,43.6398525034813,-79.39234222185289,3
354392,W10,1.0,1,YES,500-999 sqft,N,We,9.0,14,624.0,572000.0,43.68250758445638,-79.36580288477916,15
579281,W13,1.0,1,YES,500-999 sqft,Yes,S,6.0,2,639.0,749000.0,43.65047884563287,-79.38139373569246,10
938493,W13,1.0,2,No,500-999 sqft,Yes,No,24.0,2,449.0,596000.0,43.64786749435094,-79.40049336051872,9
210731,W10,1.0,1,No,0-499 sqft,N,S,7.0,2,422.0,466000.0,43.69143770917345,-79.38634007623767,14
689626,W10,1.0,1,YES,500-999 sqft,Yes,E,13.0,6,357.0,549000.0,43.65261202265775,-79.40999520012403,17
815545,W13,2.0,2,No,500-999 sqft,Yes,We,20.0,2,851.0,1130000.0,43.64845157716066,-79.36228617949838,6
106906,W10,2.0,2,No,500-999 sqft,Yes,S,11.0,4,817.0,786000.0,43.66891340307807,-79.40732138953987,12
928473,W10,2.0,2,No,4000+ sqft,N,S,24.0,5,3995.0,,43.67328438292957,-79.41318200960623,12
943161,W13,2.0,2,No,1000-1499 sqft,Yes,No,21.0,2,1345.0,1563000.0,43.63649925175721,-79.42431497328559,0
168313,W11,2.0,3,No,500-999 sqft,Yes,No,30.0,5,500.0,762000.0,43.669635949823615,-79.3640397033523,2
753639,W10,1.0,1,YES,1000-1499 sqft,Yes,S,40.0,29,564.0,1003000.0,43.65964407566167,-79.4055353430502,22
136165,W11,1.0,1,YES,500-999 sqft,N,No,14.0,0,861.0,769000.0,43.668208841440645,-79.37232400200398,2
709705,W13,1.0,1,No,500-999 sqft,Yes,S,31.0,5,,759000.0,43.64681405619993,-79.38915899963561,10
854764,W11,1.0,1,No,500-999 sqft,N,S,7.0,5,493.0,571000.0,43.65976688180121,-79.36540356125158,16
264520,W10,3.0,3,No,500-999 sqft,Yes,No,19.0,15,604.0,,43.680879868437344,-79.37998027183167,14
490379,W11,2.0,3,YES,500-999 sqft,N,S,6.0,4,636.0,917000.0,43.65442184555742,-79.36964891450333,6
338967,W10,1.0,2,YES,1000-1499 sqft,N,No,2.0,9,610.0,1017000.0,43.66923504316632,-79.40610663427705,12
833701,W10,0.0,1,No,0-499 sqft,N,S,9.0,9,331.0,,43.677329196015705,-79.38987472286276,1
783597,W10,1.0,1,YES,0-499 sqft,N,No,1.0,8,540.0,561000.0,43.67331633965054,-79.39085412202984,1
358221,W13,2.0,2,YES,2000-2499 sqft,Yes,S,2.0,2,2182.0,3254000.0,43.64534849801513,-79.38447567195506,18
550863,W13,2.0,2,No,1000-1499 sqft,Yes,S,8.0,2,1083.0,1261000.0,43.64458719093319,-79.39558278264748,3
621568,W11,1.0,2,No,1000-1499 sqft,N,S,8.0,17,1008.0,1337000.0,43.6636231795972,-79.38179049779275,19
153759,W10,2.0,2,YES,1000-1499 sqft,Yes,No,0.0,4,2610.0,2069000.0,43.6637406148331,-79.40660613690123,22
386397,W10,2.0,3,No,500-999 sqft,Yes,No,5.0,4,587.0,788000.0,43.669964192514,-79.39675507504481,1
978982,W10,2.0,2,No,1000-1499 sqft,N,No,41.0,11,844.0,1289000.0,43.69222799697045,-79.38042703528942,5
566298,W13,2.0,1,No,500-999 sqft,Yes,No,15.0,7,1139.0,851000.0,43.642888175450125,-79.38320098996529,18
964722,W10,1.0,1,No,1000-1499 sqft,Yes,No,9.0,26,1064.0,846000.0,43.67191616113706,-79.42056122440368,21
175094,W13,1.0,1,No,0-499 sqft,Yes,E,7.0,2,342.0,394000.0,43.65098591720491,-79.40176412173764,9
268576,W10,2.0,2,No,1000-1499 sqft,N,No,7.0,4,998.0,1116000.0,43.66373705021247,-79.40919652493933,12
455684,W10,2.0,3,No,500-999 sqft,Yes,We,8.0,4,566.0,804000.0,43.66588375571172,-79.39213740753904,24
330500,W10,0.0,1,No,0-499 sqft,N,S,2.0,14,259.0,440000.0,43.66593798255696,-79.38859623988556,24
756567,W11,1.0,1,No,500-999 sqft,Yes,S,3.0,12,776.0,890000.0,43.662335076503375,-79.35807896697544,16
105689,W10,1.0,1,No,1000-1499 sqft,Yes,E,6.0,24,771.0,923000.0,43.6885742065784,-79.36244405320134,15
301224,W13,2.0,2,YES,2000-2499 sqft,Yes,No,9.0,4,3261.0,2834000.0,43.64531449845911,-79.39578013679461,3
680458,W10,,1,No,0-499 sqft,Yes,We,11.0,8,304.0,401000.0,43.65219321712547,-79.41397907449861,17
167923,W11,2.0,2,No,2000-2499 sqft,Yes,S,3.0,12,1467.0,2036000.0,43.666523246492766,-79.35786147778141,16
998071,W13,2.0,2,No,1000-1499 sqft,Yes,No,13.0,6,632.0,799000.0,43.6290404322512,-79.4134254746629,7
496526,W13,2.0,2,No,1000-1499 sqft,Yes,We,8.0,17,1626.0,2031000.0,43.64167828129138,-79.38190554557472,18
198689,W13,1.0,1,YES,0-499 sqft,N,No,0.0,6,715.0,710000.0,43.64362376389012,-79.39374946928444,3
207284,W10,1.0,1,No,500-999 sqft,N,No,8.0,8,597.0,430000.0,43.666739045359776,-79.41963453497102,21
889130,W10,2.0,2,YES,1500-1999 sqft,N,E,11.0,4,1227.0,2024000.0,43.65455524291713,-79.39654096590668,9
298192,W10,3.0,2,No,1000-1499 sqft,N,S,10.0,18,811.0,1223000.0,43.65780722717003,-79.40063141389457,22
721192,W13,2.0,2,No,500-999 sqft,Yes,No,11.0,7,643.0,768000.0,43.62776172541989,-79.42056102550544,0
459770,W11,1.0,1,No,0-499 sqft,N,We,29.0,16,357.0,508000.0,43.65486045939644,-79.36075115088951,16
923443,W13,2.0,2,No,1000-1499 sqft,Yes,No,17.0,15,1197.0,1518000.0,43.64893537819722,-79.39097986824261,10
812519,W10,1.0,1,No,500-999 sqft,N,No,7.0,32,591.0,759000.0,43.66069758817876,-79.41673392327733,4
762271,W10,2.0,2,YES,500-999 sqft,N,No,39.0,8,454.0,660000.0,43.65628275963552,-79.38375270241927,10
535264,W11,1.0,1,No,500-999 sqft,Yes,We,10.0,10,363.0,539000.0,43.668180780342176,-79.37498598437202,8
459918,W10,2.0,2,YES,1000-1499 sqft,Yes,We,18.0,2,914.0,1253000.0,43.66563934028433,-79.40539716431871,12
419385,W11,1.0,2,No,500-999 sqft,N,No,6.0,2,539.0,804000.0,43.6547780760811,-79.36663617880029,6
942266,W10,1.0,1,No,0-499 sqft,N,We,5.0,1,341.0,487000.0,43.67478533893753,-79.39184954703543,1
329840,W10,1.0,2,No,0-499 sqft,Yes,E,9.0,14,303.0,474000.0,43.67911429761939,-79.37588850696318,20
707806,W10,2.0,2,No,500-999 sqft,Yes,No,28.0,14,717.0,720000.0,43.68438300723234,-79.3785131486291,5
785189,W11,,1,YES,0-499 sqft,N,We,22.0,3,485.0,553000.0,43.64993467220351,-79.36492090860062,6
523643,W10,2.0,1,No,0-499 sqft,N,S,5.0,23,510.0,587000.0,43.67189975021366,-79.39753731802126,1
409206,W10,2.0,2,YES,1000-1499 sqft,N,S,15.0,13,888.0,984000.0,43.683895410593095,-79.36725791769582,15
725933,W10,1.0,1,No,0-499 sqft,Yes,S,1.0,4,497.0,614000.0,43.67119254192895,-79.3801064009694,8
689253,W10,2.0,2,YES,500-999 sqft,N,S,2.0,8,949.0,1299000.0,43.66606353292645,-79.41789355056035,21
639739,W11,1.0,1,YES,500-999 sqft,Yes,S,17.0,11,987.0,866000.0,43.665930951694826,-79.38116393862684,8
971393,W10,2.0,3,No,1000-1499 sqft,N,S,3.0,6,1284.0,1592000.0,43.662697521115554,-79.40638088762559,22
852894,W10,2.0,2,YES,500-999 sqft,N,S,5.0,1,569.0,794000.0,43.688664792198544,-79.38125268575848,5
120297,W10,0.0,1,No,0-499 sqft,Yes,S,22.0,16,456.0,563000.0,43.667015896053904,-79.41129877830507,12
432324,W11,2.0,2,No,,Yes,S,3.0,23,518.0,691000.0,43.66862320075917,-79.36857328293355,2
606294,W13,2.0,3,YES,500-999 sqft,N,S,3.0,11,633.0,599000.0,43.645850071487125,-79.39280765459819,3
891151,W10,2.0,2,YES,1000-1499 sqft,Yes,E,7.0,11,1065.0,1482000.0,43.65693452125048,-79.38155096150196,19
187297,W11,1.0,1,No,500-999 sqft,Yes,No,2.0,2,481.0,643000.0,43.65807636991828,-79.36912183368997,19
668664,W10,2.0,2,No,500-999 sqft,N,E,10.0,3,718.0,898000.0,43.66825289003918,-79.41391640390361,12
279772,W10,1.0,1,YES,500-999 sqft,N,S,3.0,6,522.0,752000.0,43.68053810998275,-79.38856924675376,14
743550,W13,2.0,1,No,1000-1499 sqft,Yes,We,6.0,37,1247.0,1316000.0,43.6460259853843,-79.38728060608909,10
862383,W10,3.0,2,No,500-999 sqft,Yes,E,41.0,6,516.0,788000.0,43.67355358180107,-79.38869810133977,1
271322,W10,2.0,1,YES,1000-1499 sqft,N,We,6.0,3,736.0,824000.0,43.67054558612647,-79.40408062416715,12
846895,W10,3.0,2,No,500-999 sqft,Yes,S,10.0,3,975.0,740000.0,43.68152675009046,-79.37185558159318,20
707366,W13,1.0,1,No,0-499 sqft,Yes,E,1.0,8,522.0,474000.0,43.641734641424826,-79.3718116594579,6
715877,W10,2.0,2,YES,500-999 sqft,N,No,1.0,1,506.0,768000.0,43.65369178493414,-79.40072591657834,9
667856,W13,1.0,1,No,0-499 sqft,Yes,S,8.0,4,277.0,,43.64498555613838,-79.39770858589469,3
615331,W13,1.0,1,No,0-499 sqft,N,E,12.0,1,482.0,611000.0,43.64003788684321,-79.3881481467615,3
635107,W11,1.0,1,YES,500-999 sqft,N,No,11.0,4,540.0,740000.0,43.66717781798846,-79.3578518422001,2
399407,W10,2.0,3,No,500-999 sqft,Yes,E,8.0,17,577.0,824000.0,43.6724557603599,-79.37702882769342,8
414084,W10,3.0,2,No,1000-1499 sqft,N,No,28.0,12,943.0,1252000.0,43.67687731341557,-79.38181233523774,8
611191,W11,1.0,1,YES,500-999 sqft,N,E,33.0,5,899.0,610000.0,43.65977735455293,-79.37350603737012,19
245032,W11,2.0,2,No,1000-1499 sqft,Yes,E,13.0,2,853.0,,43.658878080911975,-79.35708771345357,16
342411,W11,1.0,1,YES,500-999 sqft,Yes,No,13.0,4,621.0,631000.0,43.66765970748241,-79.37297149769662,2
345247,W10,1.0,1,No,0-499 sqft,Yes,No,9.0,20,383.0,520000.0,43.6651625839517,-79.40607966446048,12
418109,W10,1.0,1,YES,0-499 sqft,N,We,1.0,6,411.0,513000.0,43.67652794364275,-79.37048803298896,20
407948,W10,3.0,2,No,1000-1499 sqft,N,No,7.0,4,993.0,1461000.0,43.68481994024636,-79.36387619166432,15
266912,W10,1.0,1,YES,500-999 sqft,N,No,11.0,6,879.0,920000.0,43.651339010691,-79.41506431019646,17
225155,W11,1.0,1,YES,500-999 sqft,Yes,E,5.0,18,660.0,938000.0,43.67005196579771,-79.36318050488038,2
533532,W10,1.0,1,YES,500-999 sqft,Yes,No,2.0,16,437.0,553000.0,43.671306755888445,-79.42545828478188,21
926656,W13,2.0,2,No,1500-1999 sqft,Yes,No,2.0,3,1011.0,1309000.0,43.636441020570665,-79.42025592734339,0
294312,W11,1.0,1,YES,500-999 sqft,Yes,S,16.0,1,364.0,633000.0,43.65026867352604,-79.37832757609634,18
575049,W10,1.0,1,No,0-499 sqft,Yes,We,18.0,17,390.0,456000.0,43.68324670510839,-79.3672811592171,15
735277,W10,2.0,2,YES,4000+ sqft,N,E,2.0,30,5022.0,5688000.0,43.67513216484917,-79.36628121477216,20
551963,W10,1.0,1,No,500-999 sqft,N,No,30.0,2,905.0,676000.0,43.65782809307953,-79.39769971263003,9
464041,W10,1.0,1,No,0-499 sqft,N,We,19.0,4,462.0,677000.0,43.674759537488576,-79.39567353258016,1
922937,W10,3.0,2,No,2000-2499 sqft,N,S,15.0,10,1438.0,2233000.0,43.67883990696443,-79.38083614734218,14
470369,W10,1.0,1,YES,500-999 sqft,N,No,1.0,7,490.0,626000.0,43.665335208144604,-79.38977395344399,24
624283,W10,1.0,2,YES,0-499 sqft,N,S,18.0,10,523.0,649000.0,43.6885107351194,-79.37005469563223,15
