id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg
689006,W11,2,2,No,1500-1999 sqft,N,S,2,19,807,1067000,43.650105625690585,-79.37564257718202
224721,W13,2,2,YES,0-499 sqft,N,S,0,8,402,621000,43.63951731547103,-79.39510314535787
441180,W10,1,1,YES,500-999 sqft,Yes,No,8,2,640,805000,43.66012365279468,-79.38376471466324
240676,W10,0,1,No,500-999 sqft,N,S,18,5,410,496000,43.67512915065283,-79.38172610522633
400697,W11,2,2,No,500-999 sqft,N,S,67,17,1047,1244000,43.65330938834428,-79.36001187030396
516573,W13,0,1,No,0-499 sqft,N,No,0,2,263,399000,43.64459067825688,-79.39499281861929
788780,W10,2,2,No,1000-1499 sqft,Yes,E,49,48,1879,1337000,43.6915851997822,-79.37573279040772
365751,W13,2,2,No,1000-1499 sqft,N,No,3,1,1341,1434000,43.64388578776812,-79.41893167257518
928049,W11,2,2,No,1500-1999 sqft,Yes,E,0,34,1614,2066000,43.64761004409418,-79.37750435591812
422861,W13,1,1,No,0-499 sqft,N,No,9,7,332,466000,43.652035509940816,-79.34953723029138
322852,W13,1,1,YES,500-999 sqft,Yes,E,22,1,522,769000,43.64859258399439,-79.41703128173197
788493,W11,2,2,No,500-999 sqft,Yes,We,22,0,591,883000,43.65904686026945,-79.3777861470635
189987,W13,1,2,YES,500-999 sqft,N,E,4,18,801,941000,43.63722450010925,-79.41681379743558
656228,W10,2,2,No,500-999 sqft,Yes,No,22,13,769,659000,43.69052196034522,-79.36599280576843
390948,W13,1,1,YES,NA,N,S,37,16,325,455000,43.647108245585734,-79.42051745945787
163374,W13,2,3,No,0-499 sqft,N,S,34,17,390,449000,43.63384510168594,-79.4118695805067
910741,W11,1,1,No,500-999 sqft,N,No,37,5,567,714000,43.65933220422192,-79.35511313041988
283148,W10,1,1,No,500-999 sqft,Yes,We,7,11,397,483000,43.657264835636106,-79.40171157143125
290634,W13,3,2,No,2000-2499 sqft,N,S,23,26,1791,2170000,43.65052476918207,-79.39461310237844
825876,W10,1,1,YES,500-999 sqft,Yes,S,12,1,747,585000,43.68623127071293,-79.36368732258624
929461,W13,1,1,YES,500-999 sqft,N,S,5,11,280,466000,43.64984533553076,-79.38208308710104
985101,W10,1,1,No,0-499 sqft,N,E,43,0,492,612000,43.6712930398365,-79.39000771208133
435233,W11,NA,1,YES,1000-1499 sqft,Yes,S,20,2,695,910000,43.67089648151786,-79.36455938477758
543804,W13,1,1,YES,500-999 sqft,N,No,20,13,426,550000,43.64559766993633,-79.41468555485666
226619,W10,2,2,YES,500-999 sqft,N,S,46,2,850,851000,43.66377438634603,-79.42442986249382
938201,W13,1,1,YES,0-499 sqft,N,S,23,20,407,438000,43.63888135286564,-79.41509523909293
310040,W13,2,2,YES,1000-1499 sqft,Yes,E,16,33,1058,934000,43.6463641123176,-79.38965900340112
685512,W13,3,2,No,500-999 sqft,N,S,6,3,546,812000,43.64599908506498,-79.36139407988317
344592,W10,0,1,No,500-999 sqft,N,S,3,0,458,523000,43.679749763306006,-79.38232019015003
429013,W13,2,2,No,500-999 sqft,N,We,6,28,588,779000,43.638225335999806,-79.39682598370003
376024,W11,2,2,No,1500-1999 sqft,N,No,2,6,1417,2032000,43.657517580976915,-79.37257011218844
263296,W13,1,1,No,500-999 sqft,Yes,S,6,11,415,507000,43.641564268192745,-79.39806204352861
380637,W10,1,1,YES,500-999 sqft,Yes,No,15,11,509,873000,43.683020955489624,-79.38207002104586
960375,W13,2,3,No,1500-1999 sqft,N,We,1,15,999,1347000,43.640700236156206,-79.40114201749135
349843,W10,2,2,No,500-999 sqft,N,We,15,21,853,806000,43.680275996267255,-79.38113300752501
527036,W10,1,1,YES,500-999 sqft,Yes,E,13,1,597,947000,43.691784852464096,-79.37895953456506
208249,W11,1,1,YES,500-999 sqft,Yes,We,4,16,552,796000,43.66523654758431,-79.36608761588745
866942,W11,1,1,No,500-999 sqft,Yes,S,17,4,529,652000,43.652430443439584,-79.371052959416
850075,W10,3,2,No,1000-1499 sqft,N,We,1,5,865,1154000,43.65981445575656,-79.39459847298288
727561,W11,2,1,No,2000-2499 sqft,Yes,S,4,7,1530,2350000,43.65991755408012,-79.36393544141103
207176,W13,0,1,No,0-499 sqft,Yes,No,12,7,348,396000,43.634019760832466,-79.4157651135108
437454,W10,2,2,No,0-499 sqft,Yes,S,4,30,407,510000,43.65921656630576,-79.42200279550826
801874,W10,2,2,No,500-999 sqft,N,S,1,7,549,685000,43.664554614801354,-79.40301777234053
497472,W10,1,1,No,500-999 sqft,Yes,We,11,3,771,NA,43.670643989464885,-79.36014339017144
142497,W11,2,2,No,1000-1499 sqft,Yes,S,5,14,944,1195000,43.665014200235674,-79.36512928569016
321669,W13,2,2,YES,1000-1499 sqft,N,S,20,6,1260,1417000,43.63401877289057,-79.41660748196246
967087,W10,2,2,No,1500-1999 sqft,Yes,S,35,29,1160,1389000,43.66671894440527,-79.4059770380655
718167,W10,1,1,YES,500-999 sqft,Yes,S,27,4,521,762000,43.676381526371465,-79.38704187430054
530528,W13,2,2,No,500-999 sqft,N,S,13,2,733,979000,43.648732748231794,-79.39160958811004
217231,W11,1,1,No,500-999 sqft,Yes,S,10,14,568,761000,43.66937539181747,-79.36801130122156
828052,W13,1,1,No,500-999 sqft,Yes,E,0,10,622,667000,43.648357789573694,-79.40420949728329
840526,W13,2,3,No,500-999 sqft,Yes,We,9,26,549,714000,43.63011566232952,-79.41241346110034
241095,W10,1,1,No,500-999 sqft,Yes,No,13,2,321,433000,43.66025045096681,-79.4005604721686
481217,W13,1,1,No,0-499 sqft,N,S,1,15,339,382000,43.63827268849535,-79.39521308128933
499395,W10,0,1,No,500-999 sqft,N,S,30,25,390,597000,43.688176735576704,-79.37378270040163
347831,W13,0,1,No,500-999 sqft,N,No,25,25,508,547000,43.63055837064328,-79.4275892693706
647558,W10,2,2,YES,1000-1499 sqft,Yes,S,23,13,1203,1262000,43.657280700706586,-79.42097938250654
929027,W11,1,1,YES,500-999 sqft,N,S,16,14,439,564000,43.64858657325968,-79.37563136626
389740,W10,1,1,YES,1000-1499 sqft,N,We,16,3,653,897000,43.66644094545747,-79.39532553476175
850594,W10,2,2,No,500-999 sqft,N,E,16,1,820,749000,43.69148849187588,-79.38347304430161
962218,W11,2,3,YES,1000-1499 sqft,Yes,No,4,23,736,862000,43.646621143556175,-79.37869941046088
671798,W11,1,1,YES,1000-1499 sqft,N,S,9,1,748,1186000,43.66793345879561,-79.36729682252567
800041,W11,1,1,No,500-999 sqft,Yes,No,NA,5,653,612000,43.66167954017617,-79.36518019241316
657065,W11,2,2,No,500-999 sqft,Yes,No,2,1,451,567000,43.66404423222158,-79.3841758689196
564085,W10,1,1,YES,0-499 sqft,N,No,11,16,408,596000,43.65478782889491,-79.39926954987469
639669,W13,1,1,YES,0-499 sqft,Yes,S,9,5,844,595000,43.64585041838728,-79.3716893787752
907521,W10,2,2,No,500-999 sqft,Yes,No,6,19,992,1263000,43.656694717016656,-79.3872455480961
220335,W10,1,1,No,0-499 sqft,N,S,20,2,314,452000,43.660631459224255,-79.4140662615378
882742,W10,3,2,No,2000-2499 sqft,Yes,E,3,9,3425,3208000,43.6613273035968,-79.40109368434987
357299,W10,1,1,No,0-499 sqft,Yes,No,5,6,376,502000,43.67681195696289,-79.37363582627336
372368,W13,1,1,YES,500-999 sqft,Yes,S,5,33,600,953000,43.63163809286864,-79.4130188073636
361143,W13,1,1,No,500-999 sqft,N,S,8,8,579,986000,43.64715484600697,-79.41436116659683
469318,W11,2,1,YES,1000-1499 sqft,N,No,6,3,1140,1444000,43.6583981447772,-79.35470021643894
610184,W11,1,1,No,0-499 sqft,N,No,2,9,385,458000,43.659019142524116,-79.37487778914033
702165,W10,1,1,YES,0-499 sqft,N,S,16,15,603,566000,43.67654167464483,-79.37241857879567
475379,W10,2,3,No,0-499 sqft,Yes,We,7,5,791,703000,43.674931906188576,-79.37022177003135
363062,W11,1,1,No,500-999 sqft,Yes,E,15,4,479,657000,43.653218058543345,-79.37826776403776
153497,W13,1,1,YES,500-999 sqft,Yes,S,6,0,536,800000,43.62095141888257,-79.39520970464983
815359,W11,0,1,No,500-999 sqft,N,No,23,6,433,581000,43.66166136802207,-79.37978695637554
511470,W13,2,1,No,0-499 sqft,Yes,We,6,2,498,580000,43.63955214282252,-79.38274345862048
500460,W10,1,1,YES,500-999 sqft,Yes,E,17,2,464,647000,43.65524189778294,-79.41934390383267
662164,W10,1,1,No,500-999 sqft,Yes,No,3,4,827,970000,43.67148211715864,-79.4013231241692
369936,W11,2,2,No,500-999 sqft,N,E,7,7,1215,1082000,43.65375595046582,-79.37044865525728
903188,W11,3,2,No,1000-1499 sqft,N,S,19,1,934,1388000,43.6522482885673,-79.37407138970569
255728,W13,1,1,YES,0-499 sqft,Yes,No,15,17,567,513000,43.65443058762792,-79.38918839067023
342652,W10,1,1,YES,1000-1499 sqft,Yes,E,5,11,1006,995000,43.653050414698576,-79.4137017025067
708272,W13,2,2,YES,1500-1999 sqft,Yes,We,9,0,2045,2102000,43.63875923917704,-79.39303951031567
548021,W11,2,2,No,NA,N,No,4,32,786,956000,43.653789376902,-79.37535762010246
607154,W10,2,2,No,500-999 sqft,Yes,S,4,9,683,NA,43.68676685133044,-79.3663284284722
130875,W10,1,1,YES,500-999 sqft,Yes,No,14,9,562,724000,43.66064923715426,-79.40584872537607
846361,W10,1,1,No,500-999 sqft,N,E,12,8,568,847000,43.673925084419814,-79.3841119312186
789370,W10,3,2,No,1500-1999 sqft,N,We,14,1,1568,1767000,43.68430588958516,-79.38783305143994
145748,W10,1,1,No,0-499 sqft,Yes,No,16,7,282,434000,43.67621632238039,-79.37060288449906
583990,W10,1,1,No,500-999 sqft,Yes,We,38,3,538,667000,43.65566378367512,-79.42051300844076
245116,W10,1,1,YES,500-999 sqft,Yes,We,NA,7,917,805000,43.662691732341095,-79.40436538494565
155574,W11,1,1,YES,500-999 sqft,N,S,16,10,NA,610000,43.66861751792828,-79.37375478269243
716063,W10,1,1,No,0-499 sqft,N,E,2,5,430,635000,43.66164939073091,-79.41875521478683
769897,W10,1,1,No,500-999 sqft,N,No,2,4,536,511000,43.68040388965021,-79.38098055369035
996835,W10,1,1,No,500-999 sqft,Yes,We,14,9,350,562000,43.68906800141683,-79.387247187155225
891425,W13,1,1,YES,1000-1499 sqft,N,No,2,1,815,966000,43.64450220351816,-79.38371597714092
240112,W13,2,2,No,500-999 sqft,Yes,S,7,10,441,597000,43.64363392987043,-79.39566776755903
754069,W11,3,3,No,2000-2499 sqft,Yes,S,4,4,1649,2309000,43.67175808289046,-79.37070406256733
104292,W11,1,1,No,500-999 sqft,Yes,No,10,10,472,565000,43.66439236713097,-79.37041557942335
711482,W10,0,1,No,0-499 sqft,Yes,S,11,1,347,467000,43.66098578210835,-79.38882587326835
891573,W11,2,3,No,1500-1999 sqft,N,S,6,10,1022,1603000,43.65357935702363,-79.36379810805136
349403,W10,2,3,No,0-499 sqft,N,No,19,27,410,515000,43.66778655374879,-79.4002427925552
114341,W10,3,3,No,3000-3499 sqft,N,S,5,2,2773,2522000,43.68372496961093,-79.38739888795821
892774,W13,1,1,No,500-999 sqft,Yes,We,5,4,546,592000,43.6442981925796,-79.36949073003187
188092,W13,1,1,No,0-499 sqft,N,No,16,17,245,382000,43.6478503078678,-79.40744736640283
729316,W10,1,1,YES,500-999 sqft,Yes,No,0,4,681,1012000,43.67287926338733,-79.38968867719915
324694,W10,1,1,No,0-499 sqft,Yes,S,0,16,322,484000,43.66723283304334,-79.4125605409841
379529,W13,NA,1,No,0-499 sqft,Yes,No,17,3,271,448000,43.64393152384763,-79.40842061716064
366059,W13,2,2,No,0-499 sqft,Yes,We,38,11,343,488000,43.64080119297462,-79.40588295269686
157361,W13,2,3,No,0-499 sqft,Yes,We,14,7,345,425000,43.645378629691514,-79.39783254982677
557232,W13,3,3,No,500-999 sqft,N,No,2,7,611,631000,43.635540209587774,-79.40243363053914
602579,W11,2,2,YES,500-999 sqft,N,S,17,19,911,798000,43.66232114422895,-79.36990851448331
689325,W11,2,2,No,500-999 sqft,N,No,29,0,860,787000,43.66052634265193,-79.36713436636359
829370,W10,2,2,No,500-999 sqft,Yes,E,8,11,1193,1143000,43.66143856069641,-79.42411528818691
435575,W10,1,2,No,500-999 sqft,N,E,5,1,NA,859000,43.67521975631832,-79.38080326608423
947142,W11,2,1,No,2500-2999 sqft,N,E,19,1,1651,2292000,43.66127437723603,-79.3709163260622
337351,W10,2,2,No,500-999 sqft,Yes,No,16,5,693,675000,43.66611250748956,-79.4127591006478
277662,W10,2,2,No,500-999 sqft,Yes,No,14,8,684,784000,43.68260349798339,-79.37499065952606
304792,W10,1,1,YES,500-999 sqft,Yes,E,7,11,548,660000,43.657843545616686,-79.38704532527925
208509,W10,1,1,YES,0-499 sqft,N,S,26,3,481,513000,43.65945321073687,-79.41730789895207
124873,W10,2,2,No,500-999 sqft,Yes,We,NA,3,477,544000,43.677130514356314,-79.39402075697394
856867,W13,1,1,No,500-999 sqft,Yes,We,3,9,371,549000,43.63016264094776,-79.42645096805394
254082,W10,1,1,No,500-999 sqft,Yes,S,1,7,465,554000,43.66668496252624,-79.40727880848054
461931,W10,1,1,No,0-499 sqft,Yes,E,37,4,378,462000,43.65271439184512,-79.4211266302464
804735,W11,3,2,No,500-999 sqft,N,S,17,1,785,947000,43.65771627949633,-79.36032196345997
677418,W13,1,1,YES,0-499 sqft,N,S,4,7,487,582000,43.648293770356545,-79.38022004278953
547539,W10,1,1,YES,500-999 sqft,Yes,S,59,15,361,556000,43.684478177981255,-79.38152287304104
546143,W13,2,2,No,0-499 sqft,Yes,S,7,27,546,481000,43.63910219881331,-79.39020783618328
212016,W10,1,1,No,500-999 sqft,Yes,We,12,2,327,438000,43.656931230301616,-79.38274439903401
513347,W13,2,2,No,500-999 sqft,Yes,We,4,14,406,429000,43.640815322971214,-79.4176173150002
324249,W11,1,1,YES,1000-1499 sqft,N,No,1,8,804,1260000,43.653208022849846,-79.35282609595984
532636,W13,1,1,No,0-499 sqft,Yes,E,NA,10,311,380000,43.64033286869843,-79.37779838187045
100794,W10,1,1,No,0-499 sqft,N,S,17,0,628,466000,43.672291557631894,-79.3796347604845
183865,W11,3,3,No,1000-1499 sqft,Yes,S,5,0,1273,1209000,43.67063371364574,-79.3631304328548
735284,W13,1,1,YES,500-999 sqft,N,No,3,12,670,868000,43.6491891096982,-79.3655187431525
658907,W13,1,1,YES,500-999 sqft,Yes,No,13,16,705,700000,43.63738424831724,-79.3910177680039
332068,W11,2,2,No,500-999 sqft,Yes,No,16,19,471,614000,43.661457769759814,-79.35868433269019
580708,W10,2,2,No,1000-1499 sqft,Yes,No,10,2,698,974000,43.67565738388075,-79.40353345854204
966593,W13,1,1,No,500-999 sqft,Yes,No,NA,4,335,497000,43.63460914836867,-79.42499608828906
340283,W10,1,1,YES,500-999 sqft,Yes,E,12,0,422,743000,43.676656288606615,-79.38938291139304
864427,W13,2,2,No,1000-1499 sqft,N,No,13,1,1829,1896000,43.64875174598201,-79.39203961499621
324014,W13,1,1,YES,500-999 sqft,Yes,No,20,26,477,881000,43.64465431306364,-79.41158834529142
833810,W13,2,2,No,500-999 sqft,Yes,No,2,18,557,586000,43.642000079042226,-79.39919154455805
106771,W13,3,2,No,1000-1499 sqft,N,S,16,6,734,977000,43.64475247279676,-79.3842507410183
460592,W13,1,1,No,0-499 sqft,Yes,S,16,2,828,572000,43.63846724151314,-79.41975988504437
105578,W13,1,1,No,0-499 sqft,Yes,We,33,8,284,332000,43.64892030387668,-79.40968734848676
130793,W11,1,1,YES,0-499 sqft,N,We,26,25,826,707000,43.64959571620021,-79.37226407016766
665041,W10,1,1,No,500-999 sqft,Yes,S,1,3,378,549000,43.681402510588065,-79.38921774201218
657261,W13,2,2,No,500-999 sqft,N,E,74,3,521,638000,43.63781396135163,-79.41920987847611
905193,W10,1,1,No,500-999 sqft,N,E,25,2,419,626000,43.67392991824634,-79.38102779847736
907872,W10,2,2,No,1000-1499 sqft,Yes,No,1,37,1018,1223000,43.6779906428348,-79.37350689512186
545777,W10,1,1,No,500-999 sqft,N,No,11,2,463,698000,43.66200926154989,-79.406521397361
734775,W13,2,3,No,500-999 sqft,Yes,No,NA,28,527,760000,43.650265720446036,-79.39724490994284
616741,W13,1,1,YES,500-999 sqft,Yes,S,NA,4,364,NA,43.6465210580249,-79.42028559991154
532982,W11,0,1,No,500-999 sqft,N,We,0,8,466,470000,43.6585390517637,-79.37849484865205
699481,W13,2,2,YES,2000-2499 sqft,N,S,19,0,1772,2155000,43.63814429153306,-79.40862131098571
659574,W13,3,2,No,500-999 sqft,Yes,S,83,2,554,900000,43.63999377531898,-79.3842745040361
561703,W10,2,1,YES,1500-1999 sqft,Yes,E,21,12,1257,1739000,43.67006259226806,-79.40107274784017
852954,W10,1,1,No,500-999 sqft,Yes,No,3,11,603,728000,43.689197314834196,-79.3712869950954
906725,W11,1,1,YES,500-999 sqft,Yes,S,6,25,730,881000,43.672126040290536,-79.37210957508945
133281,W11,3,2,No,2000-2499 sqft,Yes,No,5,0,1364,1749000,43.66949535073759,-79.3647102863036
424623,W10,2,3,YES,2000-2499 sqft,Yes,We,30,1,2190,2382000,43.66141913856485,-79.40492224995029
851941,W10,2,2,YES,500-999 sqft,Yes,S,27,19,830,729000,43.6886497845332,-79.38199982896056
602148,W13,2,2,No,1000-1499 sqft,N,We,38,8,740,1194000,43.6279713809015,-79.4208565836179
800235,W10,2,3,No,500-999 sqft,Yes,S,12,8,708,830000,43.673747259097865,-79.36582443975092
726713,W11,0,1,No,0-499 sqft,Yes,S,11,2,585,545000,43.661453753696556,-79.35670057572563
897126,W10,1,1,YES,0-499 sqft,N,No,1,5,346,591000,43.666350148138186,-79.39477231553239
625152,W10,1,1,YES,500-999 sqft,N,We,20,7,530,651000,43.68285802065799,-79.36598961008906
247557,W13,2,2,No,500-999 sqft,N,E,15,6,539,637000,43.64609065241357,-79.40428153788885
631080,W10,1,1,No,0-499 sqft,Yes,No,13,15,360,545000,43.672119662644285,-79.3617357008003
362348,W10,3,3,No,500-999 sqft,Yes,No,6,12,640,767000,43.67374257518381,-79.36938842529264
260156,W10,3,3,YES,2000-2499 sqft,Yes,S,11,0,2631,2573000,43.69396483578241,-79.37973734948102
118688,W13,1,1,YES,500-999 sqft,Yes,S,2,3,709,796000,43.631269946688704,-79.41644858584813
601878,W13,1,1,No,500-999 sqft,N,S,9,9,404,575000,43.636275394409424,-79.42355903509497
900352,W11,1,1,YES,500-999 sqft,Yes,No,3,3,511,658000,43.659202929859596,-79.36062840157635
819121,W13,2,2,YES,0-499 sqft,N,We,2,1,396,598000,43.64514043632578,-79.36538126009548
502339,W11,1,1,YES,500-999 sqft,Yes,S,11,14,561,635000,43.668991148734676,-79.38346739684627
510723,W10,0,1,No,0-499 sqft,N,S,14,1,371,472000,43.68356357411242,-79.37503144291131
844142,W13,2,3,No,500-999 sqft,Yes,E,NA,10,1029,1262000,43.631593924411796,-79.4205183700396
324308,W13,3,3,No,500-999 sqft,Yes,No,39,17,873,981000,43.653264828892524,-79.39467372128665
749406,W11,1,1,YES,500-999 sqft,Yes,E,29,4,526,552000,43.659706670928756,-79.37387198539369
959694,W10,0,1,No,500-999 sqft,Yes,We,5,4,414,576000,43.65862870277922,-79.39253538450025
203176,W13,1,1,YES,500-999 sqft,N,S,32,1,295,NA,43.646849000160465,-79.37320598316822
326628,W11,2,2,No,500-999 sqft,N,E,2,3,722,1041000,43.657021089811046,-79.37614560304249
342580,W13,1,1,No,500-999 sqft,N,No,57,1,418,625000,43.64605551109007,-79.37066948587537
177438,W10,1,1,YES,500-999 sqft,Yes,E,30,1,497,700000,43.68130927715275,-79.3687159736261
144644,W10,1,2,YES,500-999 sqft,Yes,E,27,8,720,856000,43.65445352044771,-79.40866190169172
228101,W13,1,1,No,0-499 sqft,Yes,E,3,16,467,456000,43.640092422911124,-79.39118799396131
386214,W11,1,1,No,0-499 sqft,N,S,0,5,333,483000,43.65378922570306,-79.37589023287956
641824,W10,1,1,YES,500-999 sqft,Yes,S,4,18,721,753000,43.64957329876569,-79.42044960308338
353143,W10,1,1,No,500-999 sqft,N,No,14,12,263,426000,43.67875358115074,-79.385971270768
816654,W10,1,1,YES,500-999 sqft,Yes,No,NA,34,712,686000,43.67663261756937,-79.38366323564696
427386,W13,1,1,No,500-999 sqft,N,We,24,16,494,465000,43.644036794189525,-79.37297959632426
659374,W13,2,3,No,0-499 sqft,Yes,S,23,1,377,477000,43.63295739533274,-79.41294189027442
805982,W11,1,1,YES,500-999 sqft,N,S,30,48,1139,1037000,43.65589884929649,-79.37318049184995
929795,W10,1,1,YES,0-499 sqft,N,No,21,6,643,697000,43.691207099271224,-79.38514923931929
871793,W10,3,2,No,1000-1499 sqft,Yes,S,3,12,1198,1062000,43.67415818218825,-79.3867585012407
962381,W10,1,1,No,500-999 sqft,Yes,No,5,0,682,749000,43.680536371489495,-79.38324522637544
299880,W10,2,2,YES,500-999 sqft,N,S,10,4,475,743000,43.66117123356058,-79.41711172187136
514884,W10,2,2,YES,2000-2499 sqft,N,No,4,19,1450,1938000,43.6732163869667,-79.37594360640331
457730,W13,1,1,YES,0-499 sqft,Yes,No,10,21,418,584000,43.63795473991499,-79.4233102745148
708721,W11,3,2,No,500-999 sqft,Yes,S,15,4,796,777000,43.658660987353045,-79.37077905937498
202893,W13,1,1,No,0-499 sqft,Yes,S,1,5,321,431000,43.65256883359368,-79.39313702279615
600516,W10,1,2,No,1000-1499 sqft,N,No,5,17,885,1337000,43.677857064247334,-79.39767827648969
269631,W13,2,2,YES,500-999 sqft,Yes,No,9,3,694,732000,43.65010922067928,-79.39951272578465
824397,W13,2,2,No,2000-2499 sqft,Yes,E,5,24,993,1326000,43.65031531919182,-79.40953000985766
625181,W11,1,2,No,0-499 sqft,N,S,12,8,371,513000,43.656243497804674,-79.37984641798688
588483,W10,2,3,No,NA,Yes,No,14,12,413,534000,43.671285758379284,-79.39143277397413
241639,W11,1,1,No,500-999 sqft,N,E,1,1,881,1258000,43.65107027376111,-79.3804574833817
174429,W13,2,2,No,500-999 sqft,Yes,S,NA,3,461,806000,43.6466782999201,-79.37270046530338
776750,W13,1,1,No,500-999 sqft,Yes,We,14,7,668,823000,43.63308576393466,-79.42656567762106
252189,W13,3,3,No,1500-1999 sqft,Yes,S,4,49,1450,2038000,43.642332576375125,-79.41654403105787
215743,W10,2,3,No,1000-1499 sqft,Yes,E,4,7,1136,1675000,43.670669888062825,-79.39534409125201
911357,W13,1,1,No,0-499 sqft,Yes,We,10,32,334,414000,43.63416357843407,-79.40990848343117
474676,W10,2,3,No,1000-1499 sqft,N,No,4,1,NA,1155000,43.659753233532705,-79.41169496106433
833102,W10,2,2,No,500-999 sqft,Yes,E,22,9,683,739000,43.6719039322769,-79.41095701069933
490745,W10,2,2,No,1500-1999 sqft,N,No,0,4,1141,1496000,43.68081235675211,-79.38734645464801
782272,W11,1,1,No,500-999 sqft,N,No,14,11,733,820000,43.65618095098028,-79.35847268996008
960729,W11,2,2,No,500-999 sqft,Yes,S,4,14,842,864000,43.66202356265962,-79.3720677913723
147979,W10,3,2,No,500-999 sqft,Yes,No,4,2,765,692000,43.67896543218764,-79.36876175325283
402457,W13,2,2,No,500-999 sqft,N,S,4,3,526,735000,43.64884647672843,-79.42066070251299
665686,W10,1,1,No,500-999 sqft,Yes,E,16,16,458,499000,43.65849478972235,-79.40562275267926
248318,W11,1,1,YES,NA,Yes,No,5,2,485,743000,43.66632299307357,-79.36766424983874
329405,W13,1,1,YES,0-499 sqft,Yes,No,44,2,387,510000,43.63341896382124,-79.41207863075776
677586,W11,1,1,YES,500-999 sqft,N,E,26,0,415,537000,43.66331440797021,-79.36536588707907
113285,W10,3,2,No,1500-1999 sqft,N,S,11,21,1796,2268000,43.657001429312196,-79.42286903377098
151738,W13,1,1,No,500-999 sqft,N,No,18,7,548,584000,43.63942224366343,-79.41509463290403
787163,W11,1,1,No,500-999 sqft,N,E,13,1,410,594000,43.658491192768444,-79.35454009978584
576341,W11,0,1,No,500-999 sqft,N,No,36,14,328,490000,43.649342536205985,-79.36951137294565
837508,W11,1,1,No,0-499 sqft,Yes,No,4,4,628,553000,43.66057496382219,-79.37011560310327
889878,W13,1,1,YES,500-999 sqft,Yes,No,21,27,636,778000,43.64104541910113,-79.38288237000569
450482,W11,1,1,YES,1500-1999 sqft,Yes,No,10,5,1013,1521000,43.65635175786246,-79.3799531297151
678646,W10,1,1,No,500-999 sqft,N,S,6,4,381,705000,43.65488017414847,-79.39457046507877
299428,W13,2,2,YES,500-999 sqft,N,S,18,16,584,661000,43.63984543198042,-79.39898966756434
632755,W13,1,1,YES,0-499 sqft,Yes,S,9,26,441,512000,43.62975616957286,-79.41766034815653
948997,W10,1,1,No,500-999 sqft,N,No,17,3,476,741000,43.65849445234363,-79.40217216159985
412278,W13,2,2,No,500-999 sqft,N,No,17,10,501,718000,43.64552717304562,-79.40023856517375
756106,W10,1,1,YES,500-999 sqft,N,E,3,1,780,780000,43.676889394800526,-79.37803346768314
241001,W10,1,1,YES,500-999 sqft,Yes,S,18,9,493,584000,43.66603205899431,-79.4119634955777
360469,W13,1,1,YES,0-499 sqft,Yes,S,17,5,295,451000,43.65008360471887,-79.3587661329086
382051,W10,2,2,YES,500-999 sqft,N,S,9,1,900,1037000,43.65334299112636,-79.42102352492378
866046,W11,1,1,YES,500-999 sqft,N,We,6,15,681,867000,43.669036425140696,-79.37466168620765
575645,W10,1,2,No,0-499 sqft,Yes,E,7,23,433,513000,43.67052622291715,-79.41054722867034
825376,W10,2,2,YES,500-999 sqft,N,S,37,20,794,931000,43.66248081406689,-79.39646365250282
972587,W13,1,1,No,500-999 sqft,N,We,48,6,764,792000,43.636827449002716,-79.39587173989534
832711,W13,1,1,YES,500-999 sqft,N,No,0,5,755,723000,43.64940346263569,-79.35809296762105
729867,W13,1,1,No,0-499 sqft,Yes,S,4,8,364,518000,43.643257466072846,-79.41241479638013
572341,W13,3,3,YES,1000-1499 sqft,Yes,No,16,23,1467,1602000,43.63659514465081,-79.4184332645454
804006,W10,1,2,YES,500-999 sqft,N,E,21,2,658,NA,43.66721118404668,-79.41920808522886
597309,W10,2,2,No,500-999 sqft,N,S,19,23,705,930000,43.657741749778054,-79.3923859555613
348539,W10,2,2,No,1000-1499 sqft,N,No,33,15,756,1228000,43.672120936469256,-79.42163049361383
147818,W13,3,2,No,0-499 sqft,Yes,E,31,32,447,566000,43.65397616959526,-79.38625364797346
461557,W11,1,1,YES,500-999 sqft,N,S,26,2,529,639000,43.66779746150696,-79.36876444363277
521273,W13,2,2,No,0-499 sqft,N,S,14,15,311,505000,43.648270908138734,-79.42143354696893
772577,W10,1,1,No,500-999 sqft,Yes,We,6,3,494,655000,43.69298916777094,-79.37610906934194
708567,W11,1,1,No,500-999 sqft,Yes,No,3,4,600,702000,43.654317313879616,-79.3590799153583
338664,W10,2,2,No,500-999 sqft,N,S,NA,4,644,573000,43.68628226097107,-79.38547538778072
791952,W13,1,1,YES,500-999 sqft,Yes,No,14,2,415,525000,43.649199194570656,-79.41066015106169
905956,W10,3,3,YES,2000-2499 sqft,N,S,16,3,1952,1870000,43.66149948271036,-79.39105369984064
328846,W13,1,1,No,500-999 sqft,Yes,We,0,6,444,614000,43.64072805507898,-79.40170623447986
972513,W10,2,3,YES,1000-1499 sqft,Yes,We,2,14,1144,1481000,43.657011503221405,-79.40695182286115
230246,W13,1,1,YES,0-499 sqft,Yes,S,8,11,244,NA,43.649840167686044,-79.39272757422313
731471,W10,0,1,No,0-499 sqft,Yes,S,19,7,437,524000,43.65053657788651,-79.41693013929789
